text,label
"**Exhibit B: Service Level Agreement - Corporate IT Help Desk Support**
This exhibit is attached to and governed by the Master Services Agreement dated [Date] between TechSupport Partners (Provider) and GlobalCorp (Customer).

**1. Service Hours:** Support services are provided Monday through Friday, 8:00 AM to 8:00 PM EST, excluding federal holidays.

**2. Support Channels:** Support is available via phone, email, and web portal.

**3. Incident Classification & Targets:**
*   **Severity 1 (Critical - System Down):** Initial Response: < 15 minutes | Target Resolution: < 4 hours
*   **Severity 2 (High - Major Impairment):** Initial Response: < 1 hour | Target Resolution: < 8 business hours
*   **Severity 3 (Medium - Minor Impairment):** Initial Response: < 4 business hours | Target Resolution: < 24 business hours
*   **Severity 4 (Low - General Question):** Initial Response: < 8 business hours | Target Resolution: < 72 business hours

**4. Performance Metrics:**
*   **First Contact Resolution Rate:** > 70%
*   **Abandonment Rate (Phone):** < 5%
*   **Customer Satisfaction Score (CSAT):** > 90% (measured via post-interaction survey)

**5. Service Credits:** Failure to meet Response Time targets for Severity 1 or 2 incidents in more than 5% of cases in a calendar month will result in a service credit equal to 5% of the monthly support fee. Credits are Customer's sole and exclusive remedy.",SLA
"**SaaS Application (CRM) Service Level Agreement**

**Service Name:** SalesForcePro CRM
**Provider:** BizApp Solutions

**Article 1: Uptime Commitment.** BizApp Solutions commits to a Monthly Uptime Percentage of 99.9% for the SalesForcePro CRM service. ""Monthly Uptime Percentage"" is calculated as: (Total minutes in a month - Downtime) / Total minutes in a month * 100.

**Article 2: Performance.** The application dashboard will load in under 3 seconds for 95% of requests, measured over a calendar month. API response times for core functions (e.g., updating a contact) will be under 500 milliseconds for the 95th percentile.

**Article 3: Support Response.** Email support queries will receive an initial acknowledgment within 2 business hours.

**Article 4: Service Credits.** For any calendar month in which the Monthly Uptime Percentage is less than 99.9%, Customer will be eligible to receive a service credit equal to 10% of their monthly subscription fee for that month. For uptime below 99.0%, the credit increases to 25%. The maximum service credit is 50% of the monthly fee.

**Article 5: Exclusions.** ""Downtime"" does not include periods of unavailability due to: (a) scheduled maintenance (b) force majeure events (c) factors outside our reasonable control (d) Customer's equipment or services (e) Customer's violation of usage guidelines.

**Article 6: Credit Request.** Customers must request service credits within 30 days of the end of the month in which the downtime occurred.",SLA
"**ENTERPRISE INTERNET SERVICE SLA**
**Provider:** NetGlobal Communications
**Service:** Dedicated Internet Access (DIA) - 1Gbps

**1. NETWORK AVAILABILITY:** NetGlobal guarantees 99.99% network availability to the network hand-off point at the Customer's premises, measured monthly.

**2. LATENCY:** Average monthly latency within NetGlobal's backbone network shall not exceed 45ms round-trip time domestically (US) and 120ms internationally to major European peers.

**3. PACKET DELIVERY:** Average monthly packet loss within the NetGlobal network shall not exceed 0.1%.

**4. MEAN TIME TO REPAIR (MTTR):** In the event of a circuit failure, NetGlobal guarantees an MTTR of 4 hours from the time the trouble ticket is officially opened and the circuit is tested as faulty.

**5. SERVICE CREDITS:**
*   Network Availability between 99.98% - 99.9%: 1 day credit.
*   Network Availability between 99.89% - 99.5%: 3 days credit.
*   Network Availability below 99.5%: 7 days credit.
*   Latency or Packet Delivery failure: 1 day credit per validated event.
*   MTTR failure: 3 days credit.
Credits are applied to the next monthly invoice. Total credits shall not exceed 100% of the monthly recurring charge.

**6. MEASUREMENT:** Performance is monitored continuously via Provider's network monitoring probes. Reports are available upon request.",SLA
"**DATA CENTER COLOCATION SERVICES SLA**

This Service Level Agreement (SLA) outlines the performance standards for the colocation services provided by SecureData Centers to the Customer for the cabinet space located in Suite 500, Row 20 at the Chicago IL2 facility.

**A. FACILITY INFRASTRUCTURE AVAILABILITY:**
*   **Power Availability:** 99.999% (Five Nines) uptime to the Customer's cabinet PDU input.
*   **Cooling Availability:** 100% facility cooling availability, maintaining inlet temperature at the rack between 68°F and 78°F and humidity between 40% and 60% RH.
*   **Physical Security:** 24/7/365 monitored access control, CCTV, and biometric scanning. Guaranteed facility access for authorized Customer personnel within 15 minutes of identity verification.

**B. NETWORKING (CROSS-CONNECT & CARRIER NEUTRALITY):**
*   **Cross-Connect Availability:** 99.99% availability for any installed cross-connect within the data center.
*   **Diverse Fiber Entry:** Guarantee of two geographically diverse entry points for carrier fiber.

**C. SERVICE CREDITS:**
For any failure to meet the above guarantees, excluding Scheduled Maintenance and Force Majeure, Customer shall receive a service credit equal to 100x the period of the outage (e.g., a 1-hour power outage results in a 100-hour credit) applied against the monthly recurring colocation fee. Credits are the sole and exclusive remedy.",SLA
"**Managed Detection and Response (MDR) Service Level Agreement**

**Provider:** CyberShield MDR
**Service Tier:** Enterprise

**1. SECURITY MONITORING COVERAGE:** 24/7/365 monitoring of designated endpoints, network traffic, and cloud workloads.

**2. DETECTION AND RESPONSE TIMES:**
*   **Alert Triage:** Initial triage and classification of all high-fidelity security alerts within 15 minutes of generation.
*   **Threat Containment:** For confirmed critical incidents (e.g., ransomware execution, active exfiltration), containment actions will be initiated within 30 minutes of confirmation.
*   **Customer Notification:** Customer designated security contact will be notified via phone and email within 1 hour of confirming a critical or high-severity incident.

**3. VULNERABILITY REPORTING:** A prioritized vulnerability report for scanned assets will be delivered by the 5th business day of each month.

**4. MONTHLY REPORTING:** A comprehensive threat intelligence and service performance report will be delivered by the 10th of each month.

**5. REMEDIATION:** Failure to meet the Alert Triage or Threat Containment timelines for a confirmed critical incident will result in a service credit equal to 25% of the monthly MDR service fee for that month. Repeated failures (more than two in a quarter) may entitle Customer to terminate the agreement for cause.",SLA
"**Multichannel Customer Support Center SLA**

**Between:** SupportPlus Inc. (Service Provider) & A1 Retail Co. (Client)

**1. SERVICE DESCRIPTION:** Provider shall deliver inbound customer support via voice, email, and live chat for A1 Retail Co.'s end-user customers regarding product inquiries, order status, and basic troubleshooting.

**2. SERVICE LEVEL TARGETS:**
*   **Voice Calls:**
    *   Service Level (Answer Rate): 80% of calls answered within 20 seconds.
    *   Abandonment Rate: < 5%.
*   **Email:**
    *   First Response: 95% of emails acknowledged within 4 business hours.
    *   Resolution: 90% of emails resolved within 24 business hours.
*   **Live Chat:**
    *   Answer Rate: 90% of chats answered within 1 minute.

**3. QUALITY ASSURANCE:**
*   Provider will maintain a average Quality Assurance score of 90% or higher across all agent interactions, as graded by A1 Retail Co.'s quality form.
*   Customer Satisfaction (CSAT) scores, collected post-interaction, shall be maintained at 85% or higher.

**4. REPORTING:** Daily, weekly, and monthly performance reports will be provided via a secure online dashboard.

**5. REMEDIES:** Failure to meet the Service Level Target for Voice Calls or the QA score for two consecutive months will result in a performance improvement plan. Persistent failure may, at Client's option, result in a fee reduction of up to 10% for the affected month.",SLA
"**Managed Database Administration SLA**

**Service Provider:** DBA Experts LLC
**Client:** DataDrive Inc.
**Scope:** Management, monitoring, and support of Client's production PostgreSQL 15 database clusters.

**PERFORMANCE COMMITMENTS:**

*   **Database Availability:** 99.95% uptime for the primary database instance, excluding scheduled maintenance.
*   **Backup Success:** 100% of scheduled nightly full and incremental backups completed successfully. Point-in-Time Recovery (PITR) capability guaranteed with a maximum data loss potential of 5 minutes.
*   **Performance:** 95% of all queries shall execute in under 100ms. Provider will monitor and alert on slow queries.
*   **Support Response:**
    *   P1 (Database Down): 15-minute response, 1-hour recovery objective.
    *   P2 (Severe Performance Degradation): 1-hour response, 4-hour recovery objective.
*   **Patching:** Critical security patches will be applied to database engines within 72 hours of vendor release, following change control procedures.

**SERVICE CREDITS:** For failure to meet the Database Availability commitment, Client shall receive a service credit prorated for the duration of the outage. Failure to meet Backup Success commitment for any backup cycle will result in a credit equal to 10% of the monthly fee. Credits are capped at 50% of the monthly fee.",SLA
"**SECTION 4: APPLICATION DEVELOPMENT & MAINTENANCE SERVICES**
This section outlines the service levels for the ongoing application development and maintenance services provided by DevShop Inc. to Client under the Master Agreement.

**4.1 Development Response.**
*   **Critical Bug Fix:** Resolution provided within 8 business hours of reporting.
*   **Major Enhancement:** Estimate provided within 5 business days of request; development scheduled per agreed priority.
*   **Minor Bug/Request:** Resolution or deployment included in the next scheduled bi-weekly release.

**4.2 Application Support.**
*   **Support Availability:** Technical support for the developed application is available 9:00 AM - 6:00 PM CST, Monday-Friday.
*   **Response Time:** Initial response to support tickets within 2 business hours.

**4.3 Uptime.** For applications hosted by DevShop Inc., a 99.9% monthly uptime is guaranteed. Uptime is measured at the application load balancer.

**4.4 Service Credits.** For failure to meet the Uptime guarantee, Client shall be eligible for service credits as defined in Section 4.3 of the Master Agreement. Failure to meet Critical Bug Fix response time will result in a credit of 5% of the monthly support fee for each occurrence.

**4.5 Exclusions.** This SLA does not cover bugs or issues arising from changes to third-party APIs, operating systems, or browsers outside the documented compatibility list.",SLA
"**BUSINESS CONTINUITY & DISASTER RECOVERY AS A SERVICE (BCDRaaS) SLA**

**Provider:** Resilient Cloud Ltd.
**Service:** VmGuardian BCDR

**1. DATA REPLICATION:** Provider guarantees that replication latency for protected virtual machines will not exceed 15 minutes from the source environment to the recovery datacenter. Replication integrity is guaranteed.

**2. RECOVERY POINT OBJECTIVE (RPO):** The maximum allowed data loss in a disaster scenario is 15 minutes.

**3. RECOVERY TIME OBJECTIVE (RTO):** Following a declared disaster and provided a successful failover test has been conducted in the last 90 days, Provider guarantees the recovery of virtual machines in the designated recovery environment within 4 hours (RTO of 4 hours).

**4. RECOVERY TESTING:** Customer may initiate one full disaster recovery test per calendar quarter. Provider will ensure the test environment is available and provide technical support for the test. The test must be completed within a 72-hour window.

**5. SERVICE CREDITS:**
*   Replication Latency exceeding 15 minutes for more than 4 hours in a month: 10% monthly credit.
*   Failure to meet the guaranteed RTO during a declared disaster: 100% credit of the annual BCDR service fee.
*   Unavailability of recovery testing environment: 25% monthly credit.
Credits are the sole and exclusive remedy for service level failures.",SLA
"**ENTERPRISE WEB HOSTING SERVICE LEVEL AGREEMENT**

**Service Provider:** WebHost Pro
**Plan:** Enterprise WordPress Hosting

**1. UPTIME GUARANTEE:** WebHost Pro guarantees 99.9% network uptime and 99.9% server uptime for your hosted website. Uptime includes HTTP/HTTPS accessibility from our monitoring points.

**2. PERFORMANCE:**
*   **Server Response Time:** The TTFB (Time to First Byte) for your website will be less than 200 milliseconds for 99% of requests over a calendar month.
*   **Support Response:** Technical support tickets are answered within 1 hour for priority issues.

**3. BACKUPS:** Automated daily backups are performed. Guaranteed backup success rate is 99.9%. Backups are retained for 30 days.

**4. SECURITY:** Infrastructure is monitored 24/7. Any detected infrastructure-level security threats (e.g., DDoS) will be mitigated within 15 minutes of detection.

**5. SERVICE CREDITS:** If uptime falls below 99.9% in a given month, Customer will receive a credit worth 5% of that month's hosting fee for every hour of downtime, up to 100% of the monthly fee. Credits must be requested via ticket within 30 days.

**6. EXCLUSIONS:** This SLA does not cover downtime resulting from scheduled maintenance (announced 72 hours prior), issues within Customer's application code, plugins, or themes, or DNS issues outside WebHost Pro's control.",SLA
"**UNIFIED COMMUNICATIONS AS A SERVICE (UCaaS) SLA**

**Provider:** VoiceConnect Solutions
**Service:** Enterprise Voice Plan

**1. SERVICE AVAILABILITY:** 99.999% uptime for core call control and session management components, providing an overall platform availability of 99.99%.

**2. VOICE QUALITY:**
*   **Network MOS:** Guaranteed Mean Opinion Score (MOS) of 4.0 or higher for intra-platform calls.
*   **Jitter:** Less than 10ms.
*   **Packet Loss:** Less than 0.5%.

**3. FEATURE AVAILABILITY:** Core features including Presence, Instant Messaging, and Conferencing shall have 99.95% availability.

**4. OUTBOUND CALL COMPLETION RATE:** Success rate for outbound calls to the PSTN (Public Switched Telephone Network) shall be greater than 99.5%.

**5. SUPPORT:** Provider's support desk is available 24/7/365. Initial response for a P1 (Total Service Outage) ticket is 15 minutes.

**6. CREDIT POLICY:** For any failure to meet the Service Availability commitment, Customer will receive a credit equal to 100 times the length of the outage (e.g., a 1-minute outage results in a 100-minute credit) applied to the next invoice. For voice quality violations, a credit of 10% of the monthly service fee per validated event will be issued. Total credits shall not exceed 100% of the monthly invoice.",SLA
"**ON-SITE IT EQUIPMENT MAINTENANCE SLA**

**Contractor:** FieldTech Services
**Client:** City General Hospital
**Covered Assets:** 500x Desktop Workstations, 150x Printers, 50x Nurses' Station PCs

**1. RESPONSE AND RESOLUTION TIMES:**
*   **Priority 1 (Critical - Device down, impacting critical care):** On-site response within 2 hours. Resolution within 4 hours.
*   **Priority 2 (High - Device down, impacting administrative functions):** On-site response within 4 business hours. Resolution within 8 business hours.
*   **Priority 3 (Medium - Device malfunctioning but usable):** On-site response within next business day. Resolution within 2 business days.
*   **Priority 4 (Low - Cosmetic/optional feature failure):** Resolution within 5 business days.

**2. PARTS AVAILABILITY:** Contractor will maintain a 98% first-time fix rate. For hardware failures, Contractor guarantees available spare parts on-site or from a local depot to meet the above resolution times.

**3. PREVENTIVE MAINTENANCE:** Contractor will perform scheduled preventive maintenance on all covered printers quarterly, with a report provided to Client.

**4. PERFORMANCE REMEDY:** For each failure to meet the Response Time commitment, Client will receive a credit of $250. For failure to meet the Resolution Time commitment, Client will receive a credit of $500. Credits will be deducted from the next quarterly invoice.",SLA
"**PROFESSIONAL SERVICES SLA (Implementation & Consulting)**

**Provider:** Consultix Group
**Client:** Innovate Corp
**Project:** Oracle NetSuite ERP Implementation

This SLA covers the quality and timeliness of the implementation services, not the uptime of the resulting system.

**1. RESOURCE COMMITMENT:** Consultix guarantees that assigned key project resources (Project Manager, Lead Consultant) will be available for 95% of the scheduled project hours as outlined in the project plan.

**2. DELIVERABLE QUALITY:** All major project deliverables (e.g., Design Document, Configuration Workbook) will be submitted for Client review with zero critical defects (defects that would prevent the next phase of work from commencing).

**3. ISSUE RESOLUTION:**
*   **Critical Project Blockers:** A resolution plan will be presented to the Client project manager within 8 business hours of identification.
*   **Major Issues:** A resolution plan will be presented within 2 business days.

**4. STATUS REPORTING:** A comprehensive project status report will be delivered every Friday by 5 PM EST during the project term.

**5. REMEDIES:** Failure to meet the Resource Commitment level for a key resource for two consecutive weeks will result in a credit equal to the daily rate of that resource for each day of unavailability. Deliverables rejected for critical defects must be remediated within 2 business days; failure to do so will pause the project clock until accepted.",SLA
"**INFRASTRUCTURE MONITORING & ALERTING SLA**

**Service:** WatchTower Pro Monitoring
**Provider:** MonitorOps Inc.

**1. MONITORING AVAILABILITY:** Provider guarantees 99.99% availability of its monitoring platform and data collection agents.

**2. DATA COLLECTION:** Provider guarantees collection and processing of 99.5% of all metric data points from monitored devices.

**3. ALERT NOTIFICATION:**
*   For alerts classified as CRITICAL by Provider's platform or Customer's custom rules, notification via SMS and Email will be delivered within 5 minutes of the alert condition being triggered.
*   For alerts classified as WARNING, notification via Email will be delivered within 15 minutes.

**4. DASHBOARD & REPORTING:** The customer dashboard and reporting interface will have 99.9% availability. Historical data will be retained for 13 months.

**5. SERVICE CREDITS:**
*   Monitoring Platform Availability below 99.99%: Credit equal to 10x the duration of the outage.
*   Failure to meet Critical Alert Notification time: Credit of $100 per incident.
*   Data Collection below 99.5% in a month: Credit of 10% of monthly fee.
All credits are applied to future invoices and are capped at 100% of the monthly monitoring fee.",SLA
"**CONTENT DELIVERY NETWORK (CDN) SERVICE LEVEL AGREEMENT**

**Provider:** FastContent CDN
**Service:** Global Edge Delivery

**1. NETWORK UPTIME:** FastContent guarantees 100% availability of its global network backbone and edge servers, measured per POP (Point of Presence).

**2. PERFORMANCE:**
*   **Cache Hit Ratio:** > 95% for cached content.
*   **Time To First Byte (TTFB):** < 50ms for cached content at the optimal edge location.
*   **Throughput:** Guaranteed throughput matching the purchased plan (e.g., 10Gbps) without congestion.

**3. GLOBAL LATENCY:** FastContent guarantees that 95% of all HTTP/HTTPS requests will be served from an edge location within 50ms of the end-user's location.

**4. DDoS MITIGATION:** Provider guarantees mitigation of any infrastructure-layer DDoS attack within 5 minutes of automated detection, preventing any service disruption.

**5. REPORTING:** Real-time and historical performance analytics are available via the customer portal with 99.9% availability.

**6. SERVICE CREDITS:** For any validated failure to meet the Network Uptime guarantee, Customer will receive a credit equal to 1000x (one thousand times) the duration of the outage for the affected service. For performance (Latency, Throughput) failures, a credit of 25% of the monthly fee per event is issued. Total credits are capped at 100% of the monthly fee.",SLA
"**PAYMENT PROCESSING GATEWAY API SLA**

**Provider:** SecurePay Inc.
**Service:** Payment Gateway API

**1. API UPTIME:** SecurePay guarantees 99.95% availability of its payment processing API endpoints, measured monthly.

**2. PERFORMANCE:**
*   **API Response Time:** The 99th percentile of API response times for payment authorization requests (auth.json) will be less than 500ms.
*   **Transaction Success Rate:** The success rate for correctly formatted payment authorization requests will be greater than 99.5%, excluding declines by issuing banks.

**3. SCHEDULED MAINTENANCE:** Maintenance windows are scheduled for the second Tuesday of each month between 02:00 and 04:00 UTC. No more than 4 hours of scheduled downtime per month.

**4. INCIDENT NOTIFICATION:** In the event of an API degradation or outage, SecurePay will post status updates to a dedicated status page within 15 minutes of incident identification and will email technical contacts.

**5. SERVICE CREDITS:**
For API Uptime between 99.94% - 99.0%: Credit equal to 10% of monthly processing fees.
For API Uptime below 99.0%: Credit equal to 25% of monthly processing fees.
For failure to meet the API Response Time commitment: Credit of 5% of monthly fees.
Credits are applied against future processing fees and are capped at 50% of the monthly fees.",SLA
"**ENTERPRISE EMAIL & COLLABORATION SUITE SLA**

**Provider:** MailCore Inc.
**Service:** Business Email Suite (Email, Calendar, Contacts)

**1. SERVICE AVAILABILITY:** Provider guarantees 99.9% monthly uptime for the email, calendar, and contacts services. Uptime is measured at the service load balancer.

**2. PERFORMANCE:**
*   **Email Delivery:** Outbound email messages accepted by Provider's SMTP service will be delivered to the recipient's mail server within 5 minutes, 99.9% of the time, assuming no issues with the recipient server.
*   **Webmail Access:** The webmail interface will load in under 3 seconds, 99% of the time.
*   **Sync Time:** Changes made in the web client will sync to the mobile client within 60 seconds, 95% of the time.

**3. SECURITY & SPAM:** Provider guarantees a spam capture rate of 99.9% and a false positive rate of less than 0.001%.

**4. SUPPORT:** Technical support is available 24/7. Initial response for a service-down ticket (P1) is guaranteed within 30 minutes.

**5. DATA BACKUP:** Email data is backed up every 12 hours. Backups are retained for 30 days.

**6. SERVICE CREDITS:** For failure to meet the Service Availability commitment, Customer shall receive a credit equal to 10% of the monthly user fee for each hour of downtime, prorated. Credits are capped at 100% of the monthly fee. Credit requests must be submitted within 30 days.",SLA
"**THIRD-PARTY API SERVICES SLA (REST API)**

**Provider:** GeoData API Inc.
**Service:** Address Verification & Geocoding API

**1. API UPTIME & AVAILABILITY:** GeoData API Inc. guarantees 99.9% availability of its public-facing API endpoints, measured monthly.

**2. PERFORMANCE:**
*   **API Response Time (P95):** 95% of all API requests will be served in under 100 milliseconds.
*   **API Response Time (P99):** 99% of all API requests will be served in under 250 milliseconds.
*   **Throughput:** The API will support sustained traffic at the level of the purchased tier (e.g., 100 requests/second) without degradation.

**3. RATE LIMITING:** Rate limits will be clearly communicated. HTTP 429 (Too Many Requests) errors will only be returned when the documented rate limit is exceeded.

**4. ERROR RATES:** The percentage of API requests resulting in HTTP 5xx (server-side) errors will not exceed 0.1% over a rolling 30-day period.

**5. DEPRECATION POLICY:** Provider will give 12 months' notice before deprecating any API version.

**6. SERVICE CREDITS:** If availability falls below 99.9% in a month, Customer is eligible for service credits on a pro-rata basis. For example, 99.8% availability yields a 2% credit; 99.0% yields a 10% credit. Performance failures (P95 response time) result in a 5% credit per event. Total credits are capped at 50% of the monthly subscription fee.",SLA
"**FACILITIES MANAGEMENT SERVICES SLA**

**Provider:** TotalFacility Management Corp.
**Client:** 123 Main Street Office Building

**1. RESPONSE TIMES FOR MAINTENANCE REQUESTS:**
*   **Emergency (e.g., flood, power loss, no HVAC):** Respond within 1 hour. Resolve immediately or implement temporary fix within 4 hours.
*   **Urgent (e.g., broken lock, malfunctioning elevator):** Respond within 4 business hours. Resolve within 24 business hours.
*   **Routine (e.g., flickering light, dripping faucet):** Respond within 24 business hours. Resolve within 5 business days.

**2. PREVENTIVE MAINTENANCE:** Provider will perform and document 100% of scheduled preventive maintenance tasks for HVAC, electrical, and plumbing systems as outlined in the attached schedule.

**3. BUILDING SYSTEMS UPTIME:**
*   **HVAC Comfort:** Maintain building temperature between 68°F and 74°F during occupied hours (8 AM - 6 PM, Mon-Fri) for 99% of the time.
*   **Elevator Availability:** Guarantee 99% availability of passenger elevators.
*   **Power Availability:** 100% uptime for base building power (excluding utility outages).

**4. INSPECTIONS & COMPLIANCE:** Provider will ensure the facility passes all required annual fire and safety inspections.

**5. PERFORMANCE CREDITS:** Failure to meet Emergency or Urgent response times will result in a $250 credit per incident. Failure to complete Preventive Maintenance tasks will result in a $500 credit per missed task. Credits are deducted from the monthly management invoice.",SLA
"SERVICE LEVEL AGREEMENT: CLOUD INFRASTRUCTURE (IaaS)

This Service Level Agreement (SLA) is an exhibit to the Master Service Agreement between CloudCore Inc. (Provider) and Customer, governing the provision of CloudCore Virtual Private Cloud (VPC) infrastructure services.

1. SERVICE DESCRIPTION & SCOPE
Provider will deliver a dedicated, scalable virtual private cloud environment, including compute instances (vCPUs), block storage, virtual networking, and foundational security services (firewalls, security groups). Service is available 24 hours a day, 7 days a week, 365 days a year, excluding Planned Downtime. Coverage includes all designated CloudCore Availability Zones in the US-East and EU-West regions.

2. PERFORMANCE METRICS & TARGETS
- **Service Availability Commitment:** 99.99% Uptime for the CloudCore VPC service, calculated on a monthly basis. Availability is calculated as: (Total Minutes in Month - Unscheduled Downtime) / Total Minutes in Month.
- **Compute Instance Availability:** 99.95% for individual compute instances.
- **Storage Durability:** 99.999999999% (11 nines) for object storage.
- **Network Performance:** < 1ms latency between instances in the same Availability Zone; < 5ms latency between instances in the same Region.

3. SERVICE CREDITS
If Availability falls below the commitment in a billing month, Customer is eligible for a service credit:
- < 99.99% but >= 99.9%: 10% credit of monthly VPC fee.
- < 99.9% but >= 99.0%: 25% credit.
- < 99.0%: 50% credit.
Credits are capped at 50% of the monthly fee for the affected service. Credits are Customer's sole and exclusive remedy.

4. MEASUREMENT & REPORTING
Availability is measured using Provider's proprietary monitoring system, which polls service endpoints every minute. A downtime minute is recorded if more than 50% of health checks fail. A detailed performance report is available to Customer via the CloudCore portal within ten (10) business days following the end of each month.

5. MAINTENANCE
Planned Downtime for maintenance will be scheduled during the designated weekly window: Sundays, 02:00 - 04:00 UTC. Provider will provide at least seventy-two (72) hours' notice via the customer portal. Planned Downtime is excluded from Availability calculations.

6. EXCLUSIONS
SLA commitments do not apply to downtime caused by: (i) factors outside Provider's reasonable control; (ii) Customer's equipment, software, or actions; (iii) Customer's failure to adhere to required configurations; (iv) force majeure events.",SLA
"IT HELP DESK & END-USER SUPPORT SLA - APPENDIX B

This document outlines the service levels for the IT Help Desk support services provided by TechSupport Solutions to InnovateCorp.

1. SERVICE DESCRIPTION
Provider offers a centralized, multi-channel IT help desk serving 1,200 end-users at InnovateCorp. Support covers standard business software (MS Office 365, Adobe Creative Cloud), hardware (laptops, peripherals), network connectivity, and authentication issues. Support is available Monday - Friday, 7:00 AM - 7:00 PM EST, excluding federal holidays.

2. PERFORMANCE TARGETS
Initial Response Time (IRT) is defined as the time from ticket creation to first human contact or meaningful update.
- **Severity 1 (Critical - Full Business Outage):** IRT: 15 minutes | Target Resolution: 4 hours
- **Severity 2 (High - Major Impact):** IRT: 1 hour | Target Resolution: 8 business hours
- **Severity 3 (Medium - Minor Impact):** IRT: 4 hours | Target Resolution: 3 business days
- **Severity 4 (Low - General Request):** IRT: 8 hours | Target Resolution: 5 business days
- **First Contact Resolution Rate:** 75%
- **Customer Satisfaction (CSAT) Score:** > 90%

3. REPORTING & REVIEW
Provider will deliver a monthly service performance report detailing:
- Volume of tickets by priority and category
- Average Speed to Answer (phone)
- Average Response and Resolution Times vs. Targets
- First Contact Resolution Rate
- CSAT scores and feedback
A quarterly business review (QBR) will be held to discuss performance and initiatives.

4. SERVICE CREDITS
Failure to meet the Average Response Time or Resolution Time targets for Severity 1 and 2 tickets for two consecutive months will result in a service credit of 5% of the monthly service fee. The maximum credit in any calendar quarter is 15%.",SLA
"SAAS APPLICATION SERVICE LEVEL AGREEMENT: SALESFORCE CRM

This SaaS Service Level Agreement (SLA) applies to the Salesforce Enterprise Edition subscription services (the Services) provided to Customer.

1. UPTIME COMMITMENT
Salesforce commits to provide 99.9% Monthly Uptime for the Services. Monthly Uptime Percentage is calculated as: (Total Minutes in Month - Downtime) / Total Minutes in Month.

2. DEFINITIONS
- **Downtime:** A period of time when the Services are Unavailable. Downtime does not include Scheduled Maintenance or events of Force Majeure.
- **Unavailable:** When all continuous packets sent from three of Provider's monitoring locations to the Service front-door infrastructure are unsuccessful for five consecutive minutes.

3. SERVICE CREDITS
If the Monthly Uptime Percentage is less than 99.9%, Customer will be eligible to receive a Service Credit as outlined below:
- 99.9% to 99.0%: 10% Credit
- 98.9% to 95.0%: 25% Credit
- Below 95.0%: 50% Credit
Service Credits are capped at 50% of the monthly subscription fee for the affected Services. Credits are applied to future payments.

4. CUSTOMER SUPPORT
Salesforce provides standard support 24/7/365. Target initial response times for support cases:
- Critical (Severity 1): < 1 hour
- Urgent (Severity 2): < 4 hours
- High (Severity 3): < 8 business hours
- Low (Severity 4): < 2 business days

5. SCHEDULED MAINTENANCE
Salesforce conducts Scheduled Maintenance during pre-defined maintenance windows. Notice of Scheduled Maintenance will be provided at least seventy-two (72) hours in advance via the Trust site. Performance during Scheduled Maintenance is not considered Downtime.

6. CLAIM PROCESS
To receive a Service Credit, Customer must submit a claim via the Salesforce support portal within thirty (30) days of the end of the month in which the Downtime occurred.",SLA
"ENTERPRISE INTERNET SERVICES SERVICE LEVEL AGREEMENT

This SLA governs the dedicated internet access (DIA) circuit provided by NetLink Communications to Global Enterprises Inc. for its primary headquarters location.

1. SERVICE DESCRIPTION
Provider will supply a 1 Gbps symmetrical, fiber-based Dedicated Internet Access circuit with a static IP block. The service includes proactive monitoring and CPE management.

2. PERFORMANCE COMMITMENTS
- **Network Availability:** 99.95% monthly, measured from the handoff at the Customer's premises to the Provider's edge router.
- **Network Latency:** Average round-trip latency within the continental US shall not exceed 45ms.
- **Packet Delivery:** Packet loss shall not exceed 0.1% over any calendar month.
- **Mean Time to Repair (MTTR):** 4 hours from trouble ticket verification.

3. MEASUREMENT
Performance is measured continuously by Provider's network operations center (NOC) using dedicated probes. Availability is calculated based on the percentage of time the circuit is passing traffic. Latency and packet loss are measured through continuous ICMP and synthetic traffic monitoring.

4. SERVICE CREDIT POLICY
If Provider fails to meet the Availability commitment in any month, Customer will receive a credit as follows:
- < 99.95% but >= 99.0%: Credit equal to one day's MRC
- < 99.0% but >= 98.0%: Credit equal to three days' MRC
- < 98.0%: Credit equal to seven days' MRC
Credits are applied to the next invoice. Total credits shall not exceed 30 days' MRC in any calendar year.

5. REPAIR AND ESCALATION
Trouble tickets must be opened by calling the 24/7 NOC. Provider will respond and begin diagnostic procedures within 15 minutes for an outage. A dedicated escalation path is provided for Major Outages (affecting >50% of capacity for >15 minutes).",SLA
